"recordID","TITLE","JOURNAL","YEAR","KEYWORDS"
15012,"Stable isotope diagrams of freshwater food webs",NA,1991,"ARC, carbon isotopes, food webs, KNZ, litter, nitrogen isotopes, Niwot Ridge, NWT, NWTLTER, organic matter, soil"
8770,"Species richness, abundance, and composition of hypogeous and epigeous ectomycorrhizal fungal sporocarps in young, rotation-age, and old-growth stands of Douglas-fir (Pseudotsuga menziesii) in the Cascade Range of Oregon, U.S.A.","Canadian Journal of Botany",2002,"AND, mycorrhizae"
8771,"Species richness, abundance, and composition of hypogeous and epigeous ectomycorrhizal fungal sporocarps in young, rotation-age, and old-growth stands of Douglas-fir (Pseudotsuga menziesii) in the Cascade Range of Oregon, U.S.A.",NA,2002,"AND"
3807,"Species responses to nitrogen fertilization in herbaceous plant communities, and associated species traits","Ecology",2008,"ARC, community, ecology, fertization, GCE, plant, SEV, SGS, species traits"
3809,"Species responses to nitrogen fertilization in herbaceous plant communities, and associated species traits",NA,2008,"SEV, SGS"
3810,"Species responses to nitrogen fertilization in herbaceous plant communities, and associated species traits",NA,2008,"SEV"
3808,"Species responses to nitrogen fertilization in herbaceous plant communities and associated species traits",NA,2008,"NWT"
6396,"Species invasions and the relationships between species diversity, community saturation, and ecosystem functioning",NA,2005,"CDR"
6397,"Species invasions and the relationships between species diversity, community saturation, and ecosystem functioning","PennScience",2005,"CDR"
948,"Spatiotemporal patterns of production can be used to detect state change across an arid landscape",NA,2012,"JRN, shrubland"
949,"Spatiotemporal patterns of production can be used to detect state change across an arid landscape","Ecosystems",2012,"JRN, state change"
10934,"Spatial variation among lakes within landscapes: Ecological organization along lake chains",NA,1999,"ARC, coherence, lake chains, lake districts, lake number, lake order, lake variability, landscape position, north temperate lakes;, NWT, NWTLTER, synchrony, water residence time"
10932,"Spatial variation among lakes within landscapes: ecological organization along lake chains","Ecosystems",1999,"NTL, NWT"
10935,"Spatial variation among lakes within landscapes: ecological organization along lake chains",NA,1999,"ARC"
10933,"Spatial variation among lakes within landscapes: Ecological organization  along lake chains",NA,1999,"None, NWT"
2911,"Spatial synchrony in microbial community dynamics: Testing among-year and lake patterns",NA,2009,"NTL"
2910,"Spatial synchrony in microbial community dynamics: testing among-year and lake patterns","Verhandlungen der Internationalen Vereinigung fur Theoretische und Angewandte Limnologie 30th Congress of the International Association of Theoretical and Applied Limnology",2009,"bacterial succession, concordance, northern temperate lakes, NTL, temporal coherence"
5552,"Spatial patterns of fish communities along two estuarine gradients in southern Florida","Hydrobiologia",2006,"community structure, FCE, freshwater marsh, habitat connectance, landscape ecology, mangroves, nutrient gradients, salinity gradients"
5553,"Spatial patterns of fish communities along two estuarine gradients in southern Florida",NA,2006,"community structure, FCE, freshwater marsh, habitat connectance, landscape ecology, mangroves, nutrient gradients, salinity gradients"
7181,"Spatial nonlinearities: Cascading effects in the Earth system",NA,2004,"SGS"
4612,"Spatial nonlinearities: Cascading effects in the earth system",NA,2007,"SEV"
4613,"Spatial nonlinearities: Cascading effects in the earth system",NA,2007,"JRN, wildfires"
6383,"Spatial Heterogeneity: Past, Present, and Future",NA,2005,"ARC"
5550,"Spatial heterogeneity past, present, and future",NA,2006,"ARC"
9512,"Spatial heterogeneity in Chihuahuan Desert vegetation: Implications for sampling methods in semi-arid ecosystems","Journal of Arid Environments",2001,"SEV"
9513,"Spatial heterogeneity in Chihuahuan Desert vegetation: implications for sampling methods in semi-arid ecosystems",NA,2001,"aboveground npp, JRN, technique"
3800,"Spatial and temporal variations in DOM composition in ecosystems: The importance of long-term monitoring of optical properties.",NA,2008,"LUQ"
3799,"Spatial and temporal variations in DOM composition in ecosystems: The importance of long-term monitoring of optical properties",NA,2008,"FCE"
3798,"Spatial and temporal variations in DOM composition in ecosystems:  The importance of long-term monitoring of optical properties","Journal of Geophysical Research-Biogeosciences",2008,"FCE, HBR"
8751,"Spatial and Temporal Characteristics of Sediment Plumes and Phytoplankton Blooms in the Santa Barbara Channel",NA,2002,"SBC"
7177,"Spatial and temporal characteristics of sediment plumes and phytoplankton blooms in the Santa Barbara Channel","Deep-Sea Research Part II",2004,"SBC"
14596,"Spatial aggregation and neutral models in fractal landscapes","American Naturalist",1992,"SEV"
14597,"Spatial aggregation and neutral models in fractal landscapes",NA,1992,"JRN, model, spatial aggregation"
15734,"Some physical and chemical characteristics of an arctic beaded stream","Holarctic Ecology",1989,"ARC, BNZ"
15735,"Some physical and chemical characteristics of an arctic beaded stream",NA,1989,"BNZ"
10920,"Soil water and temperature status",NA,1999,"CDR"
10921,"Soil water and temperature status",NA,1999,"JRN, soil water, technique"
10917,"Soil sampling, preparation, archiving, and quality control",NA,1999,"AND, sampling methodology"
10918,"Soil sampling, preparation, archiving, and quality control",NA,1999,"BNZ"
12168,"Soil retention of trifluoroacetate.",NA,1997,"CWT"
12167,"Soil retention of trifluoroacetate","Environmental Science and Technology",1997,"AND, CWT, trifluoroacetate"
12169,"Soil retention of trifluoroacetate",NA,1997,"HBR"
16105,"Soil processes and sulfate loss at the Hubbard Brook Experimental Forest","Biogeochemistry",1988,"HBR"
17493,"Soil processes and sulfate loss at the Hubbard Brook Experimental Forest","Bull. Ecol. Soc. Amer.",1982,"HBR"
12701,"Soil invertebrates as indicators of soil quality",NA,1996,"MCM"
12702,"Soil invertebrates as indicators of soil quality",NA,1996,"KNZ"
10908,"Soil invertebrates",NA,1999,"MCM"
10909,"Soil invertebrates",NA,1999,"KNZ"
9503,"Soil fauna and plant litter decomposition in tropical and subalpine forests","Ecology",2001,"LUQ, NWT"
9504,"Soil fauna and plant litter decomposition in tropical and subalpine forests",NA,2001,"None, NWT"
10902,"Soil CO2, N2O, and CH4 Exchange",NA,1999,"SEV"
10903,"Soil CO2, N2O, and CH4 Exchange",NA,1999,"KBS"
10905,"Soil CO2, N2O, and CH4 exchange",NA,1999,"carbon, nitrogen, NWT, NWTLTER, soil"
10904,"Soil CO2, N2O, and Ch4 exchange",NA,1999,"BNZ"
8733,"Soil carbon dynamics and potential carbon sequestration by rangelands","Environmental Pollution",2002,"JRN"
8734,"Soil carbon dynamics and potential carbon sequestration by rangelands","Environmental Pollution",2002,"JRN, soil"
10900,"Soil carbon and nitrogen: pools and fractions",NA,1999,"AND, soils"
10899,"Soil carbon and nitrogen pools and fractions",NA,1999,"KBS"
10894,"Soil carbon and nitrogen availability: nitrogen mineralization, nitrification, and soil respiration potentials.","G. P. Robertson, C. S. Bledsoe, D. C. Coleman and P. Sollins (eds). Standard Soil Methods for Long-Term Ecological Research. Oxford University Press, New York.",1999,"CDR"
10895,"Soil carbon and nitrogen availability: nitrogen mineralization, nitrification, and soil respiration potentials",NA,1999,"KBS"
10897,"Soil carbon and nitrogen availability: Nitrogen mineralization, nitrification and soil respiration potentials",NA,1999,"carbon, nitrogen, NWT, NWTLTER, soil"
10896,"Soil carbon and nitrogen availability: nitrogen mineralization, nitrification and soil respiration potentials",NA,1999,"HFR, LTER2"
2900,"Soil amino acid composition across a boreal forest successional sequence","Soil Biology \& Biochemistry",2009,"BNZ"
5525,"Soil amino acid composition across a boreal forest successional sequence",NA,2006,"BNZ"
3786,"Socioeconomics drive urban plant diversity",NA,2008,"CAP"
7982,"Socioeconomics drive urban plant diversity","Proceedings of the National Academy of Sciences (USA)",2003,"CAP"
5523,"Social science in the context of the long term ecological research program.",NA,2006,"CWT"
5522,"Social science in the context of the long term ecological research program","Society and Natural Reources",2006,"BES, CWT, ecological research, integrative approach, long-term research, LTER, synthesis"
10886,"Snowpack controls on nitrogen cycling and export in seasonally snow-covered catchments","Hydrological Processes",1999,"biogeochemistry, climate, nitrogen, NWT, NWTLTER, snow, water chemistry"
10887,"Snowpack controls on nitrogen cycling and export in seasonally snow-covered catchments",NA,1999,"NWT, NWTLTER"
13684,"Small catchment research in the evaluation and development of forest management practices.","Pages 383-408 in B",1994,"CWT"
13685,"Small catchment research in the evaluation and development of forest management practices",NA,1994,"HBR"
10880,"Site and landscape characterization for ecological studies.","G. P. Robertson, C. S. Bledsoe, D. C. Coleman and P. Sollins (eds). Standard Soil Methods for Long-Term Ecological Research. Oxford University Press, New York.",1999,"CDR"
10877,"Site and landscape characterization for ecological studies",NA,1999,"AND, sampling methodology"
10878,"Site and landscape characterization for ecological studies",NA,1999,"JRN, soil methods, technique"
10879,"Site and landscape characterization for ecological studies",NA,1999,"BNZ"
12152,"Site-dependent regulation of population size: a new synthesis","Ecology",1997,"HBR"
12697,"Site-dependent regulation of population size: a new synthesis","Suppl. Bull. Ecol. Soc. Amer.",1996,"HBR"
11601,"Simulation of carbon and nitrogen cycling in an alpine tundra.",NA,1998,"SGS"
10214,"Simulation of carbon and nitrogen cycling in an alpine tundra","Arctic, Antarctic, and Alpine Research",2000,"carbon, century model, nitrogen, NWT, NWTLTER, SGS"
10215,"Simulation of carbon and nitrogen cycling in an alpine tundra",NA,2000,"None, NWT"
6350,"Simulated carbon sink response of shortgrass steppe, tallgrass prairie and forest ecosystems to rising CO2, temperature and nitrogen input",NA,2005,"SGS"
6349,"Simulated carbon sink response of shortgrass steppe, tallgrass prairie and forest ecosystems to rising [CO2], temperature and nitrogen input","Global Biogeochemical Cycles",2005,"KNZ, SGS"
5509,"Silica biogeochemistry in grassland ecosystems of the Great Plains","Global Biogeochemical Cycles",2006,"SGS"
5510,"Silica biogeochemistry in grassland ecosystems of the Great Plains",NA,2006,"KNZ"
3761,"Shrub encroachment in North American grasslands: Shifts in growth form dominance rapidly alters control of ecosystem carbon inputs",NA,2008,"JRN, shrublands"
3762,"Shrub encroachment in North American grasslands: Shifts in growth form dominance rapidly alters control of ecosystem carbon inputs",NA,2008,"JRN, SEV"
3763,"Shrub encroachment in North American grasslands: Shifts in growth form dominance rapidly alters control of ecosystem carbon inputs",NA,2008,"JRN, SEV, SGS"
3764,"Shrub encroachment in North American grasslands: shifts in growth form dominance rapidly alters control of ecosystem carbon inputs","Global Change Biology",2008,"aboveground net primary production, aboveground primary production, carbon, chihuahuan desert, climate change, grasslands, growth form, JRN, KNZ, lai, land-use, map, mesic grassland, net primary productivity, nitrogen pools, SEV, SGS, shrublands leaf-area index, temporal dynamics, united-states, VCR, woody plant encroachment"
